Institución,Nombre del establecimiento,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
GOBIERNO REGIONAL,JIRCAN,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUAMALIES,JIRCAN,ACTIVADO,-76.71883729,-9.24798562
GOBIERNO REGIONAL,TUNUNTUNUMBA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,CHAZUTA,ACTIVADO,-76.09357429,-6.57223697
GOBIERNO REGIONAL,HOSPITAL RURAL DE PAPAPLAYA,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,SAN MARTIN,PAPAPLAYA,ACTIVADO,-75.78322836,-6.21182554
GOBIERNO REGIONAL,PUESTO DE SALUD SONDOR,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,ACTIVADO,-72.07759969,-16.27925769
GOBIERNO REGIONAL,LONYA GRANDE,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ACTIVADO,-78.42137991,-6.09625678
GOBIERNO REGIONAL,SANTA ELENA,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,VIRU,VIRU,ACTIVADO,-78.8308437,-8.43229363
GOBIERNO REGIONAL,LA PALMA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.29428934,-5.93660396
GOBIERNO REGIONAL,IMPANEKIARI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,RIO TAMBO,ACTIVADO,-73.74168464,-10.84983234
GOBIERNO REGIONAL,ROSAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.4476876,-5.92857425
GOBIERNO REGIONAL,YAMON,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,YAMON,ACTIVADO,-78.52898667,-6.05104667
GOBIERNO REGIONAL,PAMPA FLORIDA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUAMALIES,TANTAMAYO,ACTIVADO,-76.70385437,-9.39795844
GOBIERNO REGIONAL,DIAMANTE ALTO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,ACTIVADO,-78.34607651,-5.69649913
GOBIERNO REGIONAL,PUERTO NUEVO,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,IRAZOLA,ACTIVADO,-75.25124023,-9.11598047
GOBIERNO REGIONAL,NUEVA ESPERANZA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,CUMBA,ACTIVADO,-78.56145421,-5.91551565
GOBIERNO REGIONAL,GLORIABAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,MAZAMARI,ACTIVADO,-74.36937024,-11.18953391
GOBIERNO REGIONAL,SANTA ANA DE PACOYAN,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SIMON BOLIVAR,ACTIVADO,-76.39393667,-10.66798166
GOBIERNO REGIONAL,SOCORRO,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,HUAURA,HUAURA,ACTIVADO,-77.60574933,-11.07070039
GOBIERNO REGIONAL,DUNIA GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,JAMALCA,ACTIVADO,-78.15194813,-5.98599915
GOBIERNO REGIONAL,PASABAR ASERRADERO,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,OLMOS,ACTIVADO,-79.80835,-5.84520833
GOBIERNO REGIONAL,CUMBA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,CUMBA,ACTIVADO,-78.66323147,-5.93367299
GOBIERNO REGIONAL,SANTA ROSA DE GUINEA,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,NESHUYA,ACTIVADO,-75.06867667,-8.59566167
GOBIERNO REGIONAL,LA PECA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,LA PECA,ACTIVADO,-78.43618046,-5.60813775
GOBIERNO REGIONAL,HUACHON,CENTROS DE SALUD O CENTROS MEDICOS,PASCO,PASCO,HUACHON,ACTIVADO,-75.94600667,-10.633735
GOBIERNO REGIONAL,LLICLLAO,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.59677498,-10.55208036
GOBIERNO REGIONAL,HOSPITAL DE APOYO CARAZ,HOSPITALES O CLINICAS DE ATENCION GENERAL,ANCASH,HUAYLAS,CARAZ,ACTIVADO,-77.80641228,-9.04451173
GOBIERNO REGIONAL,ROBLEPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ACTIVADO,-78.40320168,-6.05973612
GOBIERNO REGIONAL,CUYOCC,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,ANCO,ACTIVADO,-74.53295167,-12.69674
GOBIERNO REGIONAL,HUACA TRAPICHE DE BRONCE,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,MORROPE,ACTIVADO,-79.92277082,-6.45438928
GOBIERNO REGIONAL,EL PALTO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,YAMON,ACTIVADO,-78.49454289,-6.01312262
GOBIERNO REGIONAL,ANDACHACA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.52107344,-10.63053436
GOBIERNO REGIONAL,CHAMPAMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SIMON BOLIVAR,ACTIVADO,-76.26813152,-10.68982664
GOBIERNO REGIONAL,SACRA FAMILIA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,SIMON BOLIVAR,ACTIVADO,-76.3126674,-10.74846406
GOBIERNO REGIONAL,SICCHEZ,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,AYABACA,SICCHEZ,ACTIVADO,-79.76381373,-4.5691252
GOBIERNO REGIONAL,EL MOLINO,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,GRAN CHIMU,CASCAS,ACTIVADO,-78.69336012,-7.57998009
GOBIERNO REGIONAL,LUCMA,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,GRAN CHIMU,LUCMA,ACTIVADO,-78.55186251,-7.63997794
GOBIERNO REGIONAL,PACANGA,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,CHEPEN,PACANGA,ACTIVADO,-79.48411203,-7.17129384
GOBIERNO REGIONAL,CHIRIACO,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,IMAZA,ACTIVADO,-78.287257,-5.1594417
GOBIERNO REGIONAL,PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,ACTIVADO,-72.12684883,-16.34862587
GOBIERNO REGIONAL,MAVILA MONTENEGRO MORI,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.43405117,-5.75627586
GOBIERNO REGIONAL,SAN ANDRES,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,COVIRIALI,ACTIVADO,-74.68829714,-11.32923244
GOBIERNO REGIONAL,PALCA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.51819362,-10.51769433
GOBIERNO REGIONAL,VON HUMBOLTD,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,ACTIVADO,-75.05052287,-8.82603017
GOBIERNO REGIONAL,UTCUBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.45072054,-5.75457315
GOBIERNO REGIONAL,EL REJO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CUMBA,ACTIVADO,-78.62288,-5.862675
GOBIERNO REGIONAL,SAN JUAN KM. 130,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,IRAZOLA,ACTIVADO,-75.34367089,-8.90376539
GOBIERNO REGIONAL,QUIPARACRA,CENTROS DE SALUD O CENTROS MEDICOS,PASCO,PASCO,HUACHON,ACTIVADO,-75.86783434,-10.64333376
GOBIERNO REGIONAL,PUAGMARAY,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,HUACHON,ACTIVADO,-75.78394507,-10.64643144
GOBIERNO REGIONAL,VISTA HERMOZA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CUMBA,ACTIVADO,-78.59523241,-5.93349322
GOBIERNO REGIONAL,IRMA CHICO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,DOS DE MAYO,PACHAS,ACTIVADO,-76.75877216,-9.62094209
GOBIERNO REGIONAL,HUAMBOYA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ACTIVADO,-78.39720395,-6.01396568
GOBIERNO REGIONAL,TANGOR,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,PAUCAR,ACTIVADO,-76.370345,-10.31610667
GOBIERNO REGIONAL,BELLO HORIZONTE,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,CURIMANA,ACTIVADO,-75.25652436,-8.44451341
GOBIERNO REGIONAL,NUEVO TAHUANTINSUYO,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,IRAZOLA,ACTIVADO,-75.23338146,-8.78999496
GOBIERNO REGIONAL,CHEPITO,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,MORROPE,ACTIVADO,-79.94329976,-6.51541264
PRIVADO,CLINICA SAN PABLO SEDE HUARAZ,HOSPITALES O CLINICAS DE ATENCION GENERAL,ANCASH,HUARAZ,INDEPENDENCIA,ACTIVADO,-77.53094167,-9.51791
GOBIERNO REGIONAL,CHILACO PELADOS,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SULLANA,LANCONES,ACTIVADO,-80.48896492,-4.70130825
GOBIERNO REGIONAL,ANCHALAY,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,JILILI,ACTIVADO,-79.79910326,-4.50543122
GOBIERNO REGIONAL,JILILI,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,AYABACA,JILILI,ACTIVADO,-79.79793891,-4.58392881
GOBIERNO REGIONAL,CHEQUEN,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,CHEPEN,CHEPEN,ACTIVADO,-79.41570439,-7.23299586
GOBIERNO REGIONAL,ALTO PAURELI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,SATIPO,ACTIVADO,-74.58572719,-11.11972456
GOBIERNO REGIONAL,PUNTO CUATRO,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,ACTIVADO,-79.87627009,-6.59569656
GOBIERNO REGIONAL,QUITENI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,RIO TAMBO,ACTIVADO,-74.01833889,-11.67288084
GOBIERNO REGIONAL,VISTA HERMOSA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.43073282,-5.86134741
GOBIERNO REGIONAL,LOS ÁNGELES DE EDEN,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PANGOA,ACTIVADO,-74.37909336,-11.37252214
GOBIERNO REGIONAL,SAN JOSE DE MIRAFLORES,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PANGOA,ACTIVADO,-74.47921897,-11.37524731
GOBIERNO REGIONAL,SANTA ELENA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PANGOA,ACTIVADO,-74.34264891,-11.43539951
GOBIERNO REGIONAL,OLLEROS,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.62344146,-4.71679218
GOBIERNO REGIONAL,COAZA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,CARABAYA,COASA,ACTIVADO,-70.015725,-13.98944333
GOBIERNO REGIONAL,NUEVO HORIZONTE,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,MASISEA,ACTIVADO,-73.7872819,-9.0494992
GOBIERNO REGIONAL,CHINCHE TINGO,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.58526521,-10.5082761
GOBIERNO REGIONAL,CHIPA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,NINACACA,ACTIVADO,-75.93862019,-10.65346229
GOBIERNO REGIONAL,SAUSAL,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.64398517,-4.43635198
GOBIERNO REGIONAL,SANTA ROSA DE OCCORO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,ACTIVADO,-74.61379167,-12.48185167
GOBIERNO REGIONAL,CHOCOPATA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.58712813,-10.53258522
GOBIERNO REGIONAL,AYAYOG,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.50730333,-10.549855
GOBIERNO REGIONAL,VIRGEN DEL ROSARIO DE HUAYLASJIRCA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.4892351,-10.48876674
GOBIERNO REGIONAL,IMAZA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,IMAZA,ACTIVADO,-78.33673233,-5.05830398
GOBIERNO REGIONAL,CENTRO SAURENI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PANGOA,ACTIVADO,-74.34460732,-11.29149326
GOBIERNO REGIONAL,SAN FELIPE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ACTIVADO,-78.41528856,-6.04556608
GOBIERNO REGIONAL,MIRAFLORES,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUAMALIES,MIRAFLORES,ACTIVADO,-76.81921171,-9.49669732
GOBIERNO REGIONAL,PUERTO BELEN,,UCAYALI,CORONEL PORTILLO,IPARIA,ACTIVADO,-74.34349382,-9.23344095
GOBIERNO REGIONAL,FICUAR,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,OLMOS,ACTIVADO,-80.0971509,-5.91782083
GOBIERNO REGIONAL,BUENA VISTA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.49864,-5.85291833
GOBIERNO REGIONAL,SAN PEDRO DE CHIO,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,IRAZOLA,ACTIVADO,-75.38986231,-8.94114376
GOBIERNO REGIONAL,JUNIN PABLO,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,MASISEA,ACTIVADO,-74.19844412,-8.85374159
GOBIERNO REGIONAL,CHURCAMPA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,HUANCAVELICA,CHURCAMPA,CHURCAMPA,ACTIVADO,-74.38718667,-12.73805833
GOBIERNO REGIONAL,AURAHUA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,ACTIVADO,-75.57298,-13.0358
GOBIERNO REGIONAL,PUNCHAO,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUAMALIES,PUNCHAO,ACTIVADO,-76.81791942,-9.46033282
GOBIERNO REGIONAL,CAIMITO,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,MASISEA,ACTIVADO,-74.31485397,-8.85535159
GOBIERNO REGIONAL,SAN JUAN DE OCCOPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,CHURCAMPA,LOCROJA,ACTIVADO,-74.45619667,-12.66782167
GOBIERNO REGIONAL,CHINCHIN,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.79498887,-4.7006926
GOBIERNO REGIONAL,ZORRILLOS,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,CURIMANA,ACTIVADO,-75.19377274,-8.44234545
GOBIERNO REGIONAL,DR.DANIEL ALCIDES CARRION GARCIA.,HOSPITALES O CLINICAS DE ATENCION GENERAL,PASCO,PASCO,YANACANCHA,ACTIVADO,-76.26187809,-10.68776302
GOBIERNO REGIONAL,HUAYCHAO,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,HUAYLLAY,ACTIVADO,-76.42815833,-10.989685
GOBIERNO REGIONAL,MIGUEL GRAU,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PURUS,PURUS,ACTIVADO,-70.92833022,-9.94761022
GOBIERNO REGIONAL,SAN BERNARDO,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PURUS,PURUS,ACTIVADO,-70.61951749,-9.58475283
GOBIERNO REGIONAL,ANCO,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,CHURCAMPA,ANCO,ACTIVADO,-74.588295,-12.68049833
GOBIERNO REGIONAL,CHORAS,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,YAROWILCA,CHORAS,ACTIVADO,-76.60776589,-9.91212655
GOBIERNO REGIONAL,EL PORVENIR,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,ACTIVADO,-78.53473066,-7.57032287
GOBIERNO REGIONAL,LABORATORIO REFERENCIAL REGIONAL DE LA DIRECCION REGIONAL DE SALUD MADRE DE DIOS,PATOLOGIA CLINICA,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,ACTIVADO,-69.177608,-12.592843
GOBIERNO REGIONAL,AYAPITEG,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,YAROWILCA,CHAVINILLO,ACTIVADO,-76.552243,-9.86512941
GOBIERNO REGIONAL,RECUAYCITO,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,GRAN CHIMU,LUCMA,ACTIVADO,-78.53370651,-7.6779956
GOBIERNO REGIONAL,NUEVA MAGDALENA,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,CALLERIA,ACTIVADO,-74.60283059,-8.4038413
GOBIERNO REGIONAL,MUYFINCA-PUNTO 09,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,ACTIVADO,-79.91956345,-6.64515609
GOBIERNO REGIONAL,EL RON,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,CAJARURO,ACTIVADO,-78.25288333,-5.75228167
GOBIERNO REGIONAL,LA VIÑA DE NUEVA ARICA,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,ACTIVADO,-79.45992167,-6.89839667
GOBIERNO REGIONAL,TOMOCHO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.42530514,-5.85213815
GOBIERNO REGIONAL,PLAYA GRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.3688586,-5.93033383
GOBIERNO REGIONAL,OCTUCHO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CUMBA,ACTIVADO,-78.56885121,-5.99695772
GOBIERNO REGIONAL,TACTAGO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CUMBA,ACTIVADO,-78.62884933,-5.98075267
GOBIERNO REGIONAL,VISTA ALEGRE DE PACHITEA,,UCAYALI,CORONEL PORTILLO,MASISEA,ACTIVADO,-74.502538,-8.75727741
GOBIERNO REGIONAL,HUACHUMA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.76276135,-4.52083522
GOBIERNO REGIONAL,PUERTO ROCA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,RIO TAMBO,ACTIVADO,-73.99990395,-12.20106837
MINSA,PUESTO DE SALUD LOS QUECHUAS,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,INDEPENDENCIA,ACTIVADO,-77.0422114,-11.990486
GOBIERNO REGIONAL,ARAGOTO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.63568757,-4.57770566
GOBIERNO REGIONAL,PAMPAHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,LIRCAY,ACTIVADO,-74.86929498,-13.10738861
GOBIERNO REGIONAL,CUCUYAS,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,JILILI,ACTIVADO,-79.84357732,-4.46977585
GOBIERNO REGIONAL,HUALANGO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CUMBA,ACTIVADO,-78.58104974,-5.96635088
GOBIERNO REGIONAL,SAN CARLOS,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,ACTIVADO,-79.97555329,-6.72087641
GOBIERNO REGIONAL,TALLAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,SALAS,ACTIVADO,-79.51282,-6.14779
GOBIERNO REGIONAL,SANTA CRUZ DE CHUCA,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,ACTIVADO,-78.14307,-8.1207
GOBIERNO REGIONAL,PIRCAPAHUANA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,LIRCAY,ACTIVADO,-74.74647667,-13.02708333
GOBIERNO REGIONAL,SAN MARTIN DE PORRES DE IBERIA,HOSPITALES O CLINICAS DE ATENCION GENERAL,MADRE DE DIOS,TAHUAMANU,IBERIA,ACTIVADO,-69.48750262,-11.41230106
GOBIERNO REGIONAL,HUANTASHIRI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,SATIPO,ACTIVADO,-74.5222707,-11.20731511
GOBIERNO REGIONAL,BAJO CAPIRO,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,SATIPO,ACTIVADO,-74.7273373,-11.26690841
GOBIERNO REGIONAL,HUARICOLCA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,TARMA,HUARICOLCA,ACTIVADO,-75.65092634,-11.50803471
GOBIERNO REGIONAL,HUARAN UNINGAMBAL,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,ACTIVADO,-78.23051,-8.214235
GOBIERNO REGIONAL,EL SAUCE,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,SALAS,ACTIVADO,-79.54839833,-6.24745
GOBIERNO REGIONAL,ESPITAL,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,BAGUA,ACTIVADO,-78.49993273,-5.51853027
SANIDAD DE LA MARINA DE GUERRA DEL PERU,CLÍNICA NAVAL DE IQUITOS,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LORETO,MAYNAS,PUNCHANA,ACTIVADO,-73.24118167,-3.73172833
GOBIERNO REGIONAL,NAMBALLE,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,SAN IGNACIO,NAMBALLE,ACTIVADO,-79.087494,-5.004646
GOBIERNO REGIONAL,HUAHUARI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,SATIPO,ACTIVADO,-74.8087158,-11.17010811
GOBIERNO REGIONAL,SANTA ROSA DE CHIPAOTA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,CHAZUTA,ACTIVADO,-76.08596931,-6.5766441
GOBIERNO REGIONAL,SAN JOSE KM 26,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,ACTIVADO,-74.75448604,-8.4367144
GOBIERNO REGIONAL,SANTA ISABEL,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,MORROPE,ACTIVADO,-79.96281733,-6.48646525
GOBIERNO REGIONAL,CARACUCHO,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,MORROPE,ACTIVADO,-79.95144756,-6.48155742
GOBIERNO REGIONAL,HUACHOS,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,ACTIVADO,-75.53637,-13.2208
GOBIERNO REGIONAL,PACANGUILLA,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,CHEPEN,PACANGA,ACTIVADO,-79.44730386,-7.15314167
GOBIERNO REGIONAL,ARANCAY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUAMALIES,ARANCAY,ACTIVADO,-76.75284526,-9.17126854
GOBIERNO REGIONAL,LA VICTORIA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ACTIVADO,-78.48780945,-5.71436361
GOBIERNO REGIONAL,ANDURCO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.65013837,-4.8263337
GOBIERNO REGIONAL,NUEVO UCAYALI KM.98,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,IRAZOLA,ACTIVADO,-75.12388157,-8.85984942
GOBIERNO REGIONAL,LOS PATOS,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,ACTIVADO,-78.17107667,-5.85813167
GOBIERNO REGIONAL,SAN PEDRO,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,COVIRIALI,ACTIVADO,-74.69620281,-11.30583717
GOBIERNO REGIONAL,NUEVA LUZ,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PURUS,PURUS,ACTIVADO,-70.97413915,-9.95764837
GOBIERNO REGIONAL,GASTA BALA,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PURUS,PURUS,ACTIVADO,-71.00078127,-10.15474399
