Institución,Nombre del establecimiento,UBIGEO,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
GOBIERNO REGIONAL,PUESTO DE SALUD CARHUAYACO,21014,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARI,SAN MARCOS,ACTIVADO,-77.12291459,-9.52975496
GOBIERNO REGIONAL,HOSPITAL DE APOYO HUARI,21001,HOSPITALES O CLINICAS DE ATENCION GENERAL,ANCASH,HUARI,HUARI,ACTIVADO,-77.16777014,-9.34198474
GOBIERNO REGIONAL,PUESTO DE SALUD ANCORACA,21205,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUAYLAS,MATO,ACTIVADO,-77.91074167,-8.96814667
GOBIERNO REGIONAL,CENTRO DE SALUD MATO,21205,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,HUAYLAS,MATO,ACTIVADO,-77.839335,-8.96031
GOBIERNO REGIONAL,PUESTO DE SALUD QUITARACZA,21210,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUAYLAS,YURACMARCA,ACTIVADO,-77.74413013,-8.7753741
GOBIERNO REGIONAL,LAS YARAS,230109,PUESTOS DE SALUD O POSTAS DE SALUD,TACNA,TACNA,SAMA,ACTIVADO,-70.55917422,-17.86157035
GOBIERNO REGIONAL,CARATA,130602,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,AGALLPAMPA,ACTIVADO,-78.51724167,-7.96409167
GOBIERNO REGIONAL,CENTRO DE SALUD SAN NICOLAS,20702,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,ACTIVADO,-77.1851262,-8.98064624
GOBIERNO REGIONAL,C.S TACALA,200104,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,PIURA,CASTILLA,ACTIVADO,-80.59778204,-5.18695161
GOBIERNO REGIONAL,HUACAMOCHAL,130614,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,USQUIL,ACTIVADO,-78.32651667,-7.75395167
GOBIERNO REGIONAL,IÑAPARI,170301,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,TAHUAMANU,IÑAPARI,ACTIVADO,-69.57684276,-10.94593375
GOBIERNO REGIONAL,HUARAUCACA,190111,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,TINYAHUARCO,ACTIVADO,-76.29233241,-10.79366614
GOBIERNO REGIONAL,PINRA,100404,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUACAYBAMBA,PINRA,ACTIVADO,-77.01698433,-8.92467948
GOBIERNO REGIONAL,SAPCHA,20402,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,ASUNCION,ACOCHACA,ACTIVADO,-77.38990734,-9.07647236
GOBIERNO REGIONAL,PUESTO DE SALUD MATACOTO,22004,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,MATACOTO,ACTIVADO,-77.74648976,-9.17542911
GOBIERNO REGIONAL,PUESTO DE SALUD CHILCA,22001,"PUESTOS DE SALUD O POSTAS DE SALUD,PUESTOS DE SALUD O POSTAS DE SALUD",ANCASH,YUNGAY,YUNGAY,ACTIVADO,-77.73116059,-9.09908665
GOBIERNO REGIONAL,PUESTO DE SALUD RANRAHIRCA,22006,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,RANRAHIRCA,ACTIVADO,-77.72046983,-9.17785488
GOBIERNO REGIONAL,PUESTO DE SALUD RAYAN,22001,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,YUNGAY,ACTIVADO,-77.72999682,-9.07989488
GOBIERNO REGIONAL,CENTRO DE SALUD HUARIPAMPA,21208,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,HUAYLAS,SANTA CRUZ,ACTIVADO,-77.81433333,-8.95191167
GOBIERNO REGIONAL,PUESTO DE SALUD CHASQUITAMBO,20507,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,COLQUIOC,ACTIVADO,-77.61470167,-10.31299667
GOBIERNO REGIONAL,PUESTO DE SALUD SATELITE,21809,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,NUEVO CHIMBOTE,ACTIVADO,-78.53781565,-9.10852269
GOBIERNO REGIONAL,TRES DE MAYO DE RODEO,100206,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,AMBO,SAN FRANCISCO,ACTIVADO,-76.26358702,-10.35865087
GOBIERNO REGIONAL,CHUNQUIPATA,190106,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,PALLANCHACRA,ACTIVADO,-76.31806869,-10.40148169
GOBIERNO REGIONAL,PUESTO DE SALUD ARHUAY,22006,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,RANRAHIRCA,ACTIVADO,-77.6956808,-9.14710903
GOBIERNO REGIONAL,PUESTO DE SALUD TINCO,20610,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,CARHUAZ,TINCO,ACTIVADO,-77.67996167,-9.26969667
GOBIERNO REGIONAL,POYOR,20611,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,CARHUAZ,YUNGAR,ACTIVADO,-77.61597182,-9.39668767
GOBIERNO REGIONAL,CAYRAN,100107,CENTROS DE SALUD O CENTROS MEDICOS,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,ACTIVADO,-76.28439167,-9.98085667
GOBIERNO REGIONAL,"ROMA ""3 DE OCTUBRE """,130208,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,ASCOPE,CASA GRANDE,ACTIVADO,-79.14526084,-7.76496948
GOBIERNO REGIONAL,ALHUACCHULLO,80701,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,SANTO TOMAS,ACTIVADO,-72.14924333,-14.63429
GOBIERNO REGIONAL,SAYLLAFAYA,80403,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CALCA,LAMAY,ACTIVADO,-71.76418492,-13.25938404
GOBIERNO REGIONAL,BELEMPAMPA,80106,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,CUSCO,SANTIAGO,ACTIVADO,-71.97891022,-13.5254705
GOBIERNO REGIONAL,SANTA ROSA,80105,CENTROS DE SALUD O CENTROS MEDICOS,CUSCO,CUSCO,SAN SEBASTIAN,ACTIVADO,-71.92064081,-13.53262938
GOBIERNO REGIONAL,PUESTO DE SALUD RAYPA,20104,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,HUANCHAY,ACTIVADO,-77.88136554,-9.74596316
GOBIERNO REGIONAL,PUESTO DE SALUD SAN MIGUEL,21105,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARMEY,MALVAS,ACTIVADO,-77.74695361,-9.94515865
GOBIERNO REGIONAL,PUESTO DE SALUD PUMA PUCLLANAN,20102,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,COCHABAMBA,ACTIVADO,-77.86867863,-9.44962739
GOBIERNO REGIONAL,CENTRO DE SALUD PARIACOTO,20110,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ANCASH,HUARAZ,PARIACOTO,ACTIVADO,-77.89104101,-9.55940277
GOBIERNO REGIONAL,VIRGEN DEL CARMEN,190113,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,YANACANCHA,ACTIVADO,-76.25576667,-10.66362333
GOBIERNO REGIONAL,TINGO PALCA,190113,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,YANACANCHA,ACTIVADO,-76.27351288,-10.57623395
GOBIERNO REGIONAL,PUESTO DE SALUD  SAN MIGUEL DE PONTO,21011,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARI,PONTO,ACTIVADO,-76.97261267,-9.31261701
GOBIERNO REGIONAL,CENTRO DE SALUD TUMPA,22001,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,YUNGAY,YUNGAY,ACTIVADO,-77.66516121,-9.17339646
GOBIERNO REGIONAL,COCHAS CHICO,120114,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,HUANCAYO,EL TAMBO,ACTIVADO,-75.19593522,-12.00907758
GOBIERNO REGIONAL,NINACACA,190105,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,PASCO,NINACACA,ACTIVADO,-76.11333589,-10.85590528
GOBIERNO REGIONAL,COLCCA YANATILE,80408,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CALCA,YANATILE,ACTIVADO,-72.13711941,-12.84551829
GOBIERNO REGIONAL,LA QUEBRADA,80408,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,CALCA,YANATILE,ACTIVADO,-72.27705896,-12.6845797
GOBIERNO REGIONAL,PUTUCUSI,80408,CENTROS DE SALUD O CENTROS MEDICOS,CUSCO,CALCA,YANATILE,ACTIVADO,-72.49016601,-12.61651334
GOBIERNO REGIONAL,VILA VILA,230109,PUESTOS DE SALUD O POSTAS DE SALUD,TACNA,TACNA,SAMA,ACTIVADO,-70.72498514,-18.11522915
GOBIERNO REGIONAL,ANTIGUA HONORIA,100903,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,PUERTO INCA,HONORIA,ACTIVADO,-74.62677333,-8.71985667
GOBIERNO REGIONAL,PUESTO DE SALUD RACRACHACA,20504,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,AQUIA,ACTIVADO,-77.13074167,-10.04400667
GOBIERNO REGIONAL,PUESTO DE SALUD AQUIA,20504,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,AQUIA,ACTIVADO,-77.14540093,-10.0752737
GOBIERNO REGIONAL,PUESTO DE SALUD YUMPE,20510,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,HUAYLLACAYAN,ACTIVADO,-77.48123132,-10.25580391
GOBIERNO REGIONAL,PUESTO DE SALUD TAURIPAMPA,20601,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,CARHUAZ,CARHUAZ,ACTIVADO,-77.67693868,-9.32132475
GOBIERNO REGIONAL,PUESTO DE SALUD UCHUSQUILLO,20701,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,ACTIVADO,-77.35138528,-9.01304515
GOBIERNO REGIONAL,P.S MONTEGRANDE,200109,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,LA ARENA,ACTIVADO,-80.69526873,-5.37236281
GOBIERNO REGIONAL,STA. ROSA DE OCOPA,120215,CENTROS DE SALUD O CENTROS MEDICOS,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,ACTIVADO,-75.29656868,-11.87886954
GOBIERNO REGIONAL,LA NUEVA LIBERTAD DE PUNTO,120135,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,ACTIVADO,-74.94411029,-11.81264565
GOBIERNO REGIONAL,CENTRO DE SALUD PUEBLO LIBRE,21207,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,HUAYLAS,PUEBLO LIBRE,ACTIVADO,-77.80305379,-9.09867391
MUNICIPALIDAD PROVINCIAL,"SISTEMA METROPOLITANO DE LA SOLIDARIDAD / SOLIDARIDAD SALUD ""LAS VIOLETAS""",150112,POLICLINICOS,LIMA,LIMA,INDEPENDENCIA,ACTIVADO,-77.04275048,-12.04255468
GOBIERNO REGIONAL,P.S CRISTO NOS VALGA,200804,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SECHURA,CRISTO NOS VALGA,ACTIVADO,-80.74033833,-5.49183
GOBIERNO REGIONAL,MACABI BAJO,130205,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,ASCOPE,PAIJAN,ACTIVADO,-79.36021,-7.71794167
GOBIERNO REGIONAL,P.S I-2 BECARA,200805,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SECHURA,VICE,ACTIVADO,-80.81229394,-5.45360645
GOBIERNO REGIONAL,P.S CHALACO (DE VICE),200805,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SECHURA,VICE,ACTIVADO,-80.76052833,-5.40787833
GOBIERNO REGIONAL,PUESTO DE SALUD ACOBAMBA,21602,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,POMABAMBA,HUAYLLAN,ACTIVADO,-77.42493459,-8.86342898
GOBIERNO REGIONAL,PUESTO DE SALUD CHINGALPO,21905,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SIHUAS,CHINGALPO,ACTIVADO,-77.59607398,-8.33948661
GOBIERNO REGIONAL,PUESTO DE SALUD LACABAMBA,21506,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,PALLASCA,LACABAMBA,ACTIVADO,-77.89902352,-8.25931624
GOBIERNO REGIONAL,CCOYO,80701,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,SANTO TOMAS,ACTIVADO,-72.1167627,-14.4740483
GOBIERNO REGIONAL,PUESTO DE SALUD SAN RAFAEL,20801,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,CASMA,CASMA,ACTIVADO,-78.18937702,-9.5652331
GOBIERNO REGIONAL,SAN MIGUEL,80806,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,ESPINAR,PICHIGUA,ACTIVADO,-71.28176671,-14.67147534
GOBIERNO REGIONAL,URINSAYA,80803,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,ESPINAR,COPORAQUE,ACTIVADO,-71.62574643,-14.73543683
GOBIERNO REGIONAL,PUESTO DE SALUD LA UNIÓN,21801,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,CHIMBOTE,ACTIVADO,-78.5744781,-9.05013822
GOBIERNO REGIONAL,PUESTO DE SALUD HUASHCAO,22003,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,MANCOS,ACTIVADO,-77.64112836,-9.18980883
GOBIERNO REGIONAL,PUESTO DE SALUD COCHAPETI,21102,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARMEY,COCHAPETI,ACTIVADO,-77.645025,-9.98571833
GOBIERNO REGIONAL,PUESTO DE SALUD CONGAS,21406,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,OCROS,CONGAS,ACTIVADO,-77.44004667,-10.33552
GOBIERNO REGIONAL,PUESTO DE SALUD COTAPARACO,21703,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,RECUAY,COTAPARACO,ACTIVADO,-77.587065,-9.99442833
GOBIERNO REGIONAL,HUARANCHAL,130605,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,HUARANCHAL,ACTIVADO,-78.44383333,-7.68988667
GOBIERNO REGIONAL,P.S CUMBIBIRA,200105,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,CATACAOS,ACTIVADO,-80.74651537,-5.28896007
GOBIERNO REGIONAL,ZORRITOS,240201,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,ACTIVADO,-80.67923275,-3.68066816
GOBIERNO REGIONAL,HIGUERANI,230106,PUESTOS DE SALUD O POSTAS DE SALUD,TACNA,TACNA,PACHIA,ACTIVADO,-70.05007453,-17.9165614
GOBIERNO REGIONAL,E.S I-2  HINTON,200304,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,HUARMACA,ACTIVADO,-79.58410833,-5.65795667
GOBIERNO REGIONAL,P.S TRIGAL,200304,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,HUARMACA,ACTIVADO,-79.44686833,-5.629205
GOBIERNO REGIONAL,EE.SS I-2 JUZGARA,200301,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,HUANCABAMBA,ACTIVADO,-79.46901879,-5.29920977
GOBIERNO REGIONAL,HUAROCONDO,80305,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,ANTA,HUAROCONDO,ACTIVADO,-72.20528441,-13.41621274
GOBIERNO REGIONAL,PUNQUIRI,170204,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,MANU,HUEPETUHE,ACTIVADO,-70.39586883,-13.06655506
GOBIERNO REGIONAL,MONCHACAP,130614,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,USQUIL,ACTIVADO,-78.47108167,-7.86892833
GOBIERNO REGIONAL,CHUQUIZONGO,130614,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,USQUIL,ACTIVADO,-78.408785,-7.75452833
GOBIERNO REGIONAL,CUYUCHUGO,130614,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,USQUIL,ACTIVADO,-78.39263667,-7.83233833
GOBIERNO REGIONAL,PUESTO DE SALUD SANTA ANA SIERRA,21804,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,MACATE,ACTIVADO,-78.21585395,-8.88649428
GOBIERNO REGIONAL,PUESTO DE SALUD HUANROC,21804,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,MACATE,ACTIVADO,-78.09455399,-8.76132536
GOBIERNO REGIONAL,CENTRO DE SALUD PAMPAS,21509,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,PALLASCA,PAMPAS,ACTIVADO,-77.89265982,-8.19400779
GOBIERNO REGIONAL,CENTRO DE SALUD CONCHUCOS,21503,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,PALLASCA,CONCHUCOS,ACTIVADO,-77.85198442,-8.26444022
GOBIERNO REGIONAL,CENTRO DE SALUD RAHUAPAMPA,21012,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,HUARI,RAHUAPAMPA,ACTIVADO,-77.07903375,-9.36005443
GOBIERNO REGIONAL,AYANGAY,130501,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,JULCAN,JULCAN,ACTIVADO,-78.42462772,-8.02423545
GOBIERNO REGIONAL,URATARI,80306,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,ANTA,LIMATAMBO,ACTIVADO,-72.39532774,-13.5020014
GOBIERNO REGIONAL,MARCACONGA,80207,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,ACOMAYO,SANGARARA,ACTIVADO,-71.56254167,-13.97628167
GOBIERNO REGIONAL,PARAISO,130602,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,AGALLPAMPA,ACTIVADO,-78.44512167,-7.99437
GOBIERNO REGIONAL,CALCA,80401,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,CALCA,CALCA,ACTIVADO,-71.95949633,-13.32199764
GOBIERNO REGIONAL,AÑAHUICHI,80703,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,CHAMACA,ACTIVADO,-71.79830167,-14.35209
GOBIERNO REGIONAL,MACHUPICCHU,81304,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,URUBAMBA,MACHUPICCHU,ACTIVADO,-72.52498628,-13.15529272
GOBIERNO REGIONAL,YUCAY,81307,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,URUBAMBA,YUCAY,ACTIVADO,-72.07861864,-13.32506119
GOBIERNO REGIONAL,MARIPOSA,120605,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PAMPA HERMOSA,ACTIVADO,-74.75206598,-11.40407015
GOBIERNO REGIONAL,WANCHAQ,80108,CENTROS DE SALUD O CENTROS MEDICOS,CUSCO,CUSCO,WANCHAQ,ACTIVADO,-71.97065425,-13.5225504
GOBIERNO REGIONAL,CCORIMAYO,80408,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CALCA,YANATILE,ACTIVADO,-72.09762208,-12.69114263
GOBIERNO REGIONAL,PUESTO DE  SALUD MACHAC,21004,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARI,CHAVIN DE HUANTAR,ACTIVADO,-77.20407818,-9.63850054
GOBIERNO REGIONAL,PUESTO DE SALUD CORPANQUI,20514,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,ACTIVADO,-77.19839948,-10.28517152
GOBIERNO REGIONAL,TRIGOPAMPA,20611,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,CARHUAZ,YUNGAR,ACTIVADO,-77.60319365,-9.38441423
GOBIERNO REGIONAL,SANTA MARIA,80904,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,MARANURA,ACTIVADO,-72.63335833,-13.00596167
GOBIERNO REGIONAL,SAN MARTIN,130105,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,LA ESPERANZA,ACTIVADO,-79.04439884,-8.07456192
GOBIERNO REGIONAL,PUESTO DE SALUD CHANGA,21603,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,POMABAMBA,PAROBAMBA,ACTIVADO,-77.38042829,-8.59202737
GOBIERNO REGIONAL,PUESTO DE SALUD PUNAP,22005,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,QUILLO,ACTIVADO,-77.88677,-9.293785
GOBIERNO REGIONAL,PUESTO DE SALUD TAMBRA,22007,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,SHUPLUY,ACTIVADO,-77.84439167,-9.40027333
GOBIERNO REGIONAL,LIVITACA,80705,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,CHUMBIVILCAS,LIVITACA,ACTIVADO,-71.68845333,-14.31234
GOBIERNO REGIONAL,PATAQUEÑA -LIVITACA,80705,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,LIVITACA,ACTIVADO,-71.64609167,-14.20569333
GOBIERNO REGIONAL,YAURISQUE,81009,CENTROS DE SALUD O CENTROS MEDICOS,CUSCO,PARURO,YAURISQUE,ACTIVADO,-71.92010905,-13.66579468
GOBIERNO REGIONAL,CASMA,20801,HOSPITALES O CLINICAS DE ATENCION GENERAL,ANCASH,CASMA,CASMA,ACTIVADO,-78.30498052,-9.47397062
GOBIERNO REGIONAL,PUESTO DE SALUD SAMANCO,21807,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,SAMANCO,ACTIVADO,-78.49625913,-9.26245805
GOBIERNO REGIONAL,PUESTO DE SALUD LAMPANIN,21802,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SANTA,CACERES DEL PERU,ACTIVADO,-78.14516733,-8.93579691
GOBIERNO REGIONAL,CENTRO DE SALUD MORO,21805,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,SANTA,MORO,ACTIVADO,-78.18465623,-9.13980296
GOBIERNO REGIONAL,PUESTO DE SALUD PAMPACANCHA,22007,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,SHUPLUY,ACTIVADO,-77.96047574,-9.3021381
GOBIERNO REGIONAL,CENTRO DE SALUD NEPEÑA,21806,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,SANTA,NEPEÑA,ACTIVADO,-78.35714242,-9.17195511
GOBIERNO REGIONAL,CENTRO DE SALUD SAN JACINTO,21806,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,SANTA,NEPEÑA,ACTIVADO,-78.27668369,-9.14530627
GOBIERNO REGIONAL,CENTRO DE SALUD YAUTAN,20804,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ANCASH,CASMA,YAUTAN,ACTIVADO,-77.99678631,-9.51195923
GOBIERNO REGIONAL,PUESTO DE SALUD CASHAPAMPA,21904,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SIHUAS,CASHAPAMPA,ACTIVADO,-77.65258333,-8.56097167
GOBIERNO REGIONAL,PACHIN ALTO,130601,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,OTUZCO,ACTIVADO,-78.63071833,-7.86354333
GOBIERNO REGIONAL,UCHUMAYO,80904,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,MARANURA,ACTIVADO,-72.67246,-12.94984167
GOBIERNO REGIONAL,PUCYURA,80909,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,LA CONVENCION,VILCABAMBA,ACTIVADO,-72.9332047,-13.09184291
GOBIERNO REGIONAL,UCTUBAMBA,130807,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,ONGON,ACTIVADO,-77.12843167,-8.13511167
GOBIERNO REGIONAL,QUELLOUNO,80906,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CUSCO,LA CONVENCION,QUELLOUNO,ACTIVADO,-72.55913,-12.63569
GOBIERNO REGIONAL,URPAY,130813,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,URPAY,ACTIVADO,-77.39088936,-8.34848233
GOBIERNO REGIONAL,VAQUERIA DE ANDAS,130808,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,PARCOY,ACTIVADO,-77.59887351,-7.94921897
GOBIERNO REGIONAL,SANTA LUCIA DE MOCHE,130107,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LA LIBERTAD,TRUJILLO,MOCHE,ACTIVADO,-79.0088505,-8.17132713
GOBIERNO REGIONAL,VIJUS,130809,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,PATAZ,PATAZ,ACTIVADO,-77.66352098,-7.7201304
GOBIERNO REGIONAL,CHOCORIARI,80914,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,LA CONVENCION,MEGANTONI,ACTIVADO,-72.93218697,-11.93637182
GOBIERNO REGIONAL,SACSAMARCA,90101,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ACTIVADO,-74.99275859,-12.79909772
GOBIERNO REGIONAL,PUEBLO LIBRE,90101,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ACTIVADO,-74.93620388,-12.80665665
GOBIERNO REGIONAL,SARTIMBAMBA,130908,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,ACTIVADO,-77.74366076,-7.69952009
GOBIERNO REGIONAL,PUESTO DE SALUD CHINCHOBAMBA,21909,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SIHUAS,SAN JUAN,ACTIVADO,-77.57320127,-8.6731269
GOBIERNO REGIONAL,PUESTO DE SALUD JANCAPAMPA,21601,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,POMABAMBA,POMABAMBA,ACTIVADO,-77.52036189,-8.84998151
GOBIERNO REGIONAL,PUESTO DE SALUD RAGASH,21908,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,SIHUAS,RAGASH,ACTIVADO,-77.66522333,-8.532645
GOBIERNO REGIONAL,YAMIAN,21604,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,POMABAMBA,QUINUABAMBA,ACTIVADO,-77.28613905,-8.68712223
